Facility Name,Site Address,Facility Type,Last Inspection Date,Inspection Result,url_entity_partial,category,url_entity_full
Bell Mobility Centre-Tim Hortons/Subway,5115 Creekbank Rd Mississauga ON L4W 5R1,Restaurant,2024-02-23,,location.href = '/Portal/Facility/Details/01ec4287-c70c-46cc-8edc-720f4f56d1fa' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/01ec4287-c70c-46cc-8edc-720f4f56d1fa
Bella's Inasal,1-848 Burnhamthorpe Rd W Mississauga ON L5C 2S3,Restaurant,2024-04-19,,location.href = '/Portal/Facility/Details/366b8f8e-e897-4e1c-8a10-5aa928fa510a' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/366b8f8e-e897-4e1c-8a10-5aa928fa510a
Bella's Lechon,2B-848 Burnhamthorpe Rd W Mississauga ON L5C 2S3,Food Take Out,2024-04-04,,location.href = '/Portal/Facility/Details/a8afcb14-55b4-46b9-b292-47266d476bb3' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/a8afcb14-55b4-46b9-b292-47266d476bb3
Bella's Pinoy Bakery,6-105 Kennedy Rd S Brampton ON L6W 3G2,Bakery,2024-01-29,,location.href = '/Portal/Facility/Details/7bdca7a5-0f11-48d7-b04f-9c6fe7bcf557' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/7bdca7a5-0f11-48d7-b04f-9c6fe7bcf557
Benab Family Restaurant,17-3085 Hurontario St Mississauga ON L5A 4E4,Restaurant,2024-04-17,,location.href = '/Portal/Facility/Details/a65e88c5-83fb-4b89-b696-7d3e111bf5df' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/a65e88c5-83fb-4b89-b696-7d3e111bf5df
Benares,1503 Clarkson Rd Mississauga ON L5J 2W8,Cafeteria,2024-03-01,,location.href = '/Portal/Facility/Details/65465d84-97b2-4e77-a902-c9086eae2b97' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/65465d84-97b2-4e77-a902-c9086eae2b97
bento,501 Queen St S Caledon ON L7E 1A1,Food Take Out,2023-11-23,,location.href = '/Portal/Facility/Details/7d3191b2-9310-4b66-b4f4-2d9072fbf60d' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/7d3191b2-9310-4b66-b4f4-2d9072fbf60d
Bento Nouveau,910 Southdown Rd Mississauga ON L5J 2Y4,Food Take Out,2024-02-16,,location.href = '/Portal/Facility/Details/086be9c5-628a-401d-a4bb-c718d7343bac' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/086be9c5-628a-401d-a4bb-c718d7343bac
Bento Nouveau,2225 Erin Mills Pky Mississauga ON L5K 1T9,Multi-unit Food Store,2024-02-07,,location.href = '/Portal/Facility/Details/20680661-4a7e-4350-93c6-b9409adba09b' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/20680661-4a7e-4350-93c6-b9409adba09b
Bento Sushi - Domestic Terminal 1,AT1 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Snack Bar/Refreshment Stand,2024-02-06,,location.href = '/Portal/Facility/Details/bd843fef-9a45-4766-a172-3193259da320' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/bd843fef-9a45-4766-a172-3193259da320
Bento Sushi Production Kitchen - Terminal 1,AT1 LG-6301 Silver Dart Dr Mississauga ON L5P 1B2,Commissary,2024-02-26,,location.href = '/Portal/Facility/Details/bcaeca0c-6721-4c1c-aea1-f1772519b508' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/bcaeca0c-6721-4c1c-aea1-f1772519b508
Berina's Specialty Restaurant & Grill,1A-889 Pantera Dr Mississauga ON L4W 2R9,Restaurant,2023-10-04,,location.href = '/Portal/Facility/Details/13f63713-87d3-4f85-968f-6b625ee4c930' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/13f63713-87d3-4f85-968f-6b625ee4c930
Berto's Cuisine,1063 Dundas St W Mississauga ON L5C 1C3,Restaurant,2024-04-03,,location.href = '/Portal/Facility/Details/9f705752-02b5-4b20-bdfd-2e6cc8e82a83' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/9f705752-02b5-4b20-bdfd-2e6cc8e82a83
Beryl Ford PS - Before/After School Program,45 Ironshield Dr Brampton ON L6P 3H1,Child Nourishment Program Site,,,location.href = '/Portal/Facility/Details/89a62f40-c608-4666-9a05-b8b7a2cab32f' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/89a62f40-c608-4666-9a05-b8b7a2cab32f
Best Buy Cafe - Canteen #1,9250 Airport Rd Brampton ON L6S 6G6,Food Store (e.g. Convenience/Variety),2022-05-17,,location.href = '/Portal/Facility/Details/e194ed35-6b41-4ddc-94fb-d5b70a4b1d0a' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/e194ed35-6b41-4ddc-94fb-d5b70a4b1d0a
Best Buy Cafe - Canteen #2,9200 Airport Rd Brampton ON L6S 6G1,Food Store (e.g. Convenience/Variety),2022-05-27,,location.href = '/Portal/Facility/Details/c30ac33e-0dc0-4d4c-b224-35160f06b7c8' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/c30ac33e-0dc0-4d4c-b224-35160f06b7c8
"Best Friend Chinese Restaurant, The",D1B-888 Dundas St E Mississauga ON L4Y 4G6,Restaurant,2024-05-01,,location.href = '/Portal/Facility/Details/438bf81a-d3bd-4415-889e-aec41c893e39' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/438bf81a-d3bd-4415-889e-aec41c893e39
Best Grocery Depot,2895 Derry Rd E Mississauga ON L4T 1A6,Supermarket,2024-01-22,,location.href = '/Portal/Facility/Details/1217cb78-171c-4d61-9ce1-d4e691bb7007' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/1217cb78-171c-4d61-9ce1-d4e691bb7007
Best Price Grocers,2 Philosophers Trail Brampton ON L6S 4B4,Food Store (e.g. Convenience/Variety),2023-05-17,,location.href = '/Portal/Facility/Details/72d34615-2228-4989-8e3c-d18d2efe38d7' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/72d34615-2228-4989-8e3c-d18d2efe38d7
Best Price Grocers Inc.,9-10725 McLaughlin Rd N Brampton ON L7A 3E5,Supermarket,2023-02-03,,location.href = '/Portal/Facility/Details/c42bb8ce-4c6e-45d3-a443-e5b9ed3b7fdf' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/c42bb8ce-4c6e-45d3-a443-e5b9ed3b7fdf
Bestway Food Market,8-20 Red Maple Dr Brampton ON L6X 4N7,Food Store (e.g. Convenience/Variety),2024-04-02,,location.href = '/Portal/Facility/Details/1530dd24-2af1-4b47-bd40-6295061c63b1' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/1530dd24-2af1-4b47-bd40-6295061c63b1
Bethell Hospice,15835 McLaughlin Rd Caledon ON L7C 1H4,Retirement Home,2023-06-26,,location.href = '/Portal/Facility/Details/9189409c-9951-42d4-93fe-fb27278b815d' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/9189409c-9951-42d4-93fe-fb27278b815d
Betta Jerk,7-2901 Queen St E Brampton ON L6T 0C7,Restaurant,2024-02-20,,location.href = '/Portal/Facility/Details/b74992eb-9d63-4a0c-bae8-8755ee976275' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/b74992eb-9d63-4a0c-bae8-8755ee976275
Bhagya Convenience,1-2-1455 Mayfield Rd Brampton ON L7A 5G6,Food Store (e.g. Convenience/Variety),2024-03-21,,location.href = '/Portal/Facility/Details/b12650ef-c165-4b4f-9859-d622a755b94a' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/b12650ef-c165-4b4f-9859-d622a755b94a
Bibab Express,319-50 Burnhamthorpe Rd W Mississauga ON L5B 3C2,Restaurant,2024-02-12,,location.href = '/Portal/Facility/Details/1c508328-bfec-4e9f-9485-19ae460c6464' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/1c508328-bfec-4e9f-9485-19ae460c6464
Big Bazaar - Supermarket,120-121-5602 Tenth Line W Mississauga ON L5M 7L9,Multi-unit Food Store,2022-08-30,,location.href = '/Portal/Facility/Details/c99fd076-1061-4f86-ac7e-322c2f093566' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/c99fd076-1061-4f86-ac7e-322c2f093566
Big Bowl,1-2655 Liruma Rd Mississauga ON L5K 1Y8,Restaurant,2023-12-14,,location.href = '/Portal/Facility/Details/99270b06-74a1-4375-b51d-5bd2f0068879' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/99270b06-74a1-4375-b51d-5bd2f0068879
Big Fat Cookies,FM06-100 City Centre Dr Mississauga ON L5B 2C9,Bakery,2023-09-26,,location.href = '/Portal/Facility/Details/6054b9ba-f121-48df-9c8e-f9e10e4cda5c' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/6054b9ba-f121-48df-9c8e-f9e10e4cda5c
Big Slick Bar and Lounge,B2-B3-1965 Britannia Rd W Mississauga ON L5M 4Y4,Bar,2023-10-27,,location.href = '/Portal/Facility/Details/dabaa757-cf8e-4697-93b0-b0bb4c6dd5e3' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/dabaa757-cf8e-4697-93b0-b0bb4c6dd5e3
Big's Milk,109-150 Lakeshore Rd W Mississauga ON L5H 3R2,Food Store (e.g. Convenience/Variety),2024-02-12,,location.href = '/Portal/Facility/Details/f0131313-c470-4be5-8a8b-23387a640575' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/f0131313-c470-4be5-8a8b-23387a640575
Bikaner Sweets Factory Inc.,30 Strathearn Ave Brampton ON L6T 4L8,Bakery,2023-11-17,,location.href = '/Portal/Facility/Details/56795d6d-c9b5-4bcf-89d1-9d9b3492a436' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/56795d6d-c9b5-4bcf-89d1-9d9b3492a436
Billiard Lounge & Eatery,114-3545 Odyssey Dr Mississauga ON L5M 7N4,Restaurant,2023-11-10,,location.href = '/Portal/Facility/Details/67cf2b10-71d5-42f4-a10a-538c9451bc06' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/67cf2b10-71d5-42f4-a10a-538c9451bc06
Bingz Crispy Burger,1-831-100 City Centre Dr Mississauga ON L5B 2C9,Multi-unit Food Store,,,location.href = '/Portal/Facility/Details/bb5b2059-df29-48f7-9120-651fd6ae7c41' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/bb5b2059-df29-48f7-9120-651fd6ae7c41
Birchbank Public School - PLASP Program,52 Birchbank Rd Brampton ON L6T 1L7,Child Nourishment Program Site,,,location.href = '/Portal/Facility/Details/dcb6dfb1-6b78-4b17-b206-139238bfe8e3' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/dcb6dfb1-6b78-4b17-b206-139238bfe8e3
Biryani Boss Mississauga,20-3960 Eglinton Ave W Mississauga ON L5M 2R9,Restaurant,2024-04-05,,location.href = '/Portal/Facility/Details/d2d4bd49-1291-43ca-b422-80dc0c0398ce' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/d2d4bd49-1291-43ca-b422-80dc0c0398ce
Biryani King,405-40 Gillingham Dr Brampton ON L6X 4X7,Food Take Out,2024-01-10,,location.href = '/Portal/Facility/Details/faa84e17-36d1-402b-94d7-77741ea38113' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/faa84e17-36d1-402b-94d7-77741ea38113
Biryani Master,5-3021 Argentia Rd Mississauga ON L5N 8P7,Food Take Out,2024-02-28,,location.href = '/Portal/Facility/Details/1efd7a16-19cf-4744-9398-d97c352d3975' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/1efd7a16-19cf-4744-9398-d97c352d3975
Biryani Villa,19-7205 Goreway Dr Mississauga ON L4T 2T9,Food Take Out,2024-01-22,,location.href = '/Portal/Facility/Details/6acf28a4-cbe9-4cf5-a85d-325996505f18' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/6acf28a4-cbe9-4cf5-a85d-325996505f18
Biryanis and more..!,5-45 Dusk Dr Brampton ON L6Y 0H7,Restaurant,2023-11-03,,location.href = '/Portal/Facility/Details/1fe4afaf-5590-4df0-bcf3-f369ac50a084' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/1fe4afaf-5590-4df0-bcf3-f369ac50a084
Bishop Francis Allen Catholic School - Before/After School Program,325 McMurchy Ave S Brampton ON L6Y 1Z4,Child Nourishment Program Site,,,location.href = '/Portal/Facility/Details/756f7776-a0cf-4845-b39c-ea9f5e802fa8' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/756f7776-a0cf-4845-b39c-ea9f5e802fa8
Bishop Scalabrini Elementary School - Before/After School Program,225 Central Pky W Mississauga ON L5B 3J5,Child Nourishment Program Site,2023-11-02,,location.href = '/Portal/Facility/Details/04a1b13d-b03c-4046-ba6b-0b4d0e2d728a' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/04a1b13d-b03c-4046-ba6b-0b4d0e2d728a
Bismillah Sweets,103-812 Britannia Rd W Mississauga ON L5V 0A6,Restaurant,2024-01-23,,location.href = '/Portal/Facility/Details/cde6a43e-ef76-4173-a83a-db0a389f25ff' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/cde6a43e-ef76-4173-a83a-db0a389f25ff
Bison Petro,1562 Queen St E Caledon ON L7K 0C2,Food Store (e.g. Convenience/Variety),2023-12-13,,location.href = '/Portal/Facility/Details/9fa87e0e-1c00-48b8-9d91-2cfb20a675ef' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/9fa87e0e-1c00-48b8-9d91-2cfb20a675ef
Bite Me Menu,2A21-7215 Goreway Dr Mississauga ON L4T 0B4,Food Take Out,2024-02-06,,location.href = '/Portal/Facility/Details/3210c13e-b91b-40bb-9ca7-c806697f5cbd' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/3210c13e-b91b-40bb-9ca7-c806697f5cbd
Bitunthavanam,B6-900 Rathburn Rd W Mississauga ON L5C 4L4,Food Take Out,2024-02-01,,location.href = '/Portal/Facility/Details/e675b225-6f1b-4b73-b769-3b80d8a70f67' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/e675b225-6f1b-4b73-b769-3b80d8a70f67
Black Bull Pub,62 Queen St.N Bolton ON L7E1B9,Bar,2024-04-26,,location.href = '/Portal/Facility/Details/d6de45a8-feeb-494b-9ccb-68e14ccfea69' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/d6de45a8-feeb-494b-9ccb-68e14ccfea69
Blackstone Steakhouse,C8-C9-6435 Erin Mills Pkwy Mississauga ON L5N 4H4,Restaurant,2024-01-23,,location.href = '/Portal/Facility/Details/567d29e1-d43d-412c-a0e1-cb0086259a47' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/567d29e1-d43d-412c-a0e1-cb0086259a47
Blackstone Steakhouse & Grill,3A-6415 Erin Mills Pky Mississauga ON L5N 4Y4,Restaurant,2024-01-23,,location.href = '/Portal/Facility/Details/55fc8fc7-d93e-4e43-96f1-548ff59addd4' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/55fc8fc7-d93e-4e43-96f1-548ff59addd4
Blackstone Steakhouse and Grill,31 George St N Brampton ON L6X 1R3,Restaurant,2023-08-16,,location.href = '/Portal/Facility/Details/a4350c89-e126-4fd0-8a21-b3f4bf0afb33' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/a4350c89-e126-4fd0-8a21-b3f4bf0afb33
Blair's Catering,BA4-71 Rosedale Ave W Brampton ON L6X 1K4,Catering,2024-01-17,,location.href = '/Portal/Facility/Details/01a6a16a-b6ae-429b-98a4-fbf657ba05ba' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/01a6a16a-b6ae-429b-98a4-fbf657ba05ba
Bliss Bakers by Bhumika,7 Berkindale Court Brampton ON L6Y 5G1,Bakery,2024-04-30,,location.href = '/Portal/Facility/Details/ca5d0069-8cba-4b7e-98d1-d31e246b9393' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/ca5d0069-8cba-4b7e-98d1-d31e246b9393
Blondies Port Credit,13 Stavebank Rd S Mississauga ON L5G 4V5,Food Take Out,2024-05-03,,location.href = '/Portal/Facility/Details/b0ab7003-e341-4c89-bcea-fd0c75f9d00a' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/b0ab7003-e341-4c89-bcea-fd0c75f9d00a
Bloomer's,10-11-1510 Drew Road Mississauga ON L5S 1W7,Bakery,2024-03-05,,location.href = '/Portal/Facility/Details/ecc37277-98f5-47c8-afef-b768b502d530' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/ecc37277-98f5-47c8-afef-b768b502d530
Blooming Cotton Candy,1-K04-100 City Centre Dr Mississauga ON L5B 2C9,Snack Bar/Refreshment Stand,2023-08-11,,location.href = '/Portal/Facility/Details/5eb36a08-6a0e-4808-b273-eecd179a09f7' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/5eb36a08-6a0e-4808-b273-eecd179a09f7
Blossom Afro Caribbean Intercontinental Store,2D09-7215 Goreway Dr Mississauga ON L4T 2T9,Food Store (e.g. Convenience/Variety),2023-07-24,,location.href = '/Portal/Facility/Details/09695489-4e79-4c04-848f-5bdff832500b' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/09695489-4e79-4c04-848f-5bdff832500b
Blue Bubble Grill,G-10510 Torbram Rd Brampton ON L6R 3N9,Restaurant,2024-05-06,,location.href = '/Portal/Facility/Details/36790c67-b5a2-4689-ae84-81d5735edfdb' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/36790c67-b5a2-4689-ae84-81d5735edfdb
Blue Colada,1-815 Britannia Rd W Mississauga ON L5V 2X8,Restaurant,2024-02-08,,location.href = '/Portal/Facility/Details/bc9b1ac8-5356-4665-9fd0-0821962bbae9' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/bc9b1ac8-5356-4665-9fd0-0821962bbae9
Blue Colada Restaurant and Bar,3 Stafford Dr Brampton ON L6W 1L3,Restaurant,2023-12-07,,location.href = '/Portal/Facility/Details/21a49933-d6a9-40f1-889b-a7c5e7d808eb' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/21a49933-d6a9-40f1-889b-a7c5e7d808eb
Blue Danube Sausage House - Food take-out/deli,3090 Lenworth Dr Mississauga ON L4X 2G1,Food Take Out,2023-12-15,,location.href = '/Portal/Facility/Details/7eacf02e-7cce-4286-b332-24d31e7d8ca3' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/7eacf02e-7cce-4286-b332-24d31e7d8ca3
Blue Elephant Daycare,1322 Hurontario St Mississauga ON L5G 3H3,IPAC - Child Care - On-site Food Preparation,2024-01-10,,location.href = '/Portal/Facility/Details/4882a8d3-5374-4ae3-b6d1-22a83d0c8a23' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/4882a8d3-5374-4ae3-b6d1-22a83d0c8a23
Blue Smoke,212 Queen St S Bolton ON L7E 4T7,Restaurant,2024-04-19,,location.href = '/Portal/Facility/Details/f5250fca-c928-4c8e-8204-4b86d33e97a9' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/f5250fca-c928-4c8e-8204-4b86d33e97a9
Boaden Catering/Organic Kids Catering,"3, 4, 11, 12-505 Queensway E Mississauga ON L5A 4B4",Banquet Hall,2024-03-25,,location.href = '/Portal/Facility/Details/6d71fdf0-bf28-48bd-bba1-80ef5ca8e1f6' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/6d71fdf0-bf28-48bd-bba1-80ef5ca8e1f6
Boardroom Catering,27-6068 Netherhart Rd Mississauga Ontario L5T 1B7,Catering,2024-01-31,,location.href = '/Portal/Facility/Details/683c3ce3-6c93-4ebc-8bfa-1e0d6d3f49c4' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/683c3ce3-6c93-4ebc-8bfa-1e0d6d3f49c4
Boardwalk Fries/Burgers/Shakes,124-3525 Platinum Dr Mississauga ON L5M 7N4,Restaurant,2024-02-22,,location.href = '/Portal/Facility/Details/742ee70f-fb50-45d5-bf33-d38a4cb9b36b' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/742ee70f-fb50-45d5-bf33-d38a4cb9b36b
Boba Green,54-377 Burnhamthorpe Rd E Mississauga ON L5A,Food Take Out,2024-04-22,,location.href = '/Portal/Facility/Details/4dd4f056-d5a1-4998-a65a-f17d04179d61' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/4dd4f056-d5a1-4998-a65a-f17d04179d61
Boba Green,20-1151 Dundas St W Mississauga ON L5C 1C6,Food Take Out,2023-04-06,,location.href = '/Portal/Facility/Details/11a87526-6ada-4ab5-af32-26dabb6d7f57' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/11a87526-6ada-4ab5-af32-26dabb6d7f57
Bobacha Bubble Tea & Snack Bar,259 Lakeshore Rd E Mississauga ON L5G 1G8,Restaurant,2023-11-06,,location.href = '/Portal/Facility/Details/8029f50a-3fe5-4216-8157-bca50c257aab' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/8029f50a-3fe5-4216-8157-bca50c257aab
Bobby'a Hideaway - Chonky Cookies,398 Lakeshore Road E Mississauga ON L5G 1H5,Bakery,2024-04-23,,location.href = '/Portal/Facility/Details/bead666b-b495-43ee-a940-41b30366a2d3' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/bead666b-b495-43ee-a940-41b30366a2d3
Bobby's Convenience Plus,01-347 Lakeshore Rd E Mississauga ON L5G 1H6,Food Store (e.g. Convenience/Variety),2024-02-29,,location.href = '/Portal/Facility/Details/48c7cf2b-bb98-4e59-9682-94e4653e0ff9' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/48c7cf2b-bb98-4e59-9682-94e4653e0ff9
Bobby's Hideaway,20 Queen St N Mississauga ON L5N 1A1,Restaurant,2024-01-10,,location.href = '/Portal/Facility/Details/7a828843-f693-4c3d-b918-d52530b6213a' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/7a828843-f693-4c3d-b918-d52530b6213a
Bobby's Hideaway,398 Lakeshore Rd E Mississauga ON L5G 1H5,Restaurant,2024-01-31,,location.href = '/Portal/Facility/Details/39bd6a02-1f69-45e2-bc7c-ddc9aad498a2' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/39bd6a02-1f69-45e2-bc7c-ddc9aad498a2
Boccone - Terminal 1,AT1 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2024-03-18,,location.href = '/Portal/Facility/Details/15956bd9-d735-4918-a079-64054ab0e35f' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/15956bd9-d735-4918-a079-64054ab0e35f
Boccone Pronto and Bar - Terminal 1,AT1 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Restaurant,2024-03-25,,location.href = '/Portal/Facility/Details/8b2f38e5-2d9c-4966-b455-b703ef1751f5' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/8b2f38e5-2d9c-4966-b455-b703ef1751f5
Bolanpass,5-3105 Winston Churchill Blvd Mississauga ON L5L 5S3,Food Take Out,2023-10-06,,location.href = '/Portal/Facility/Details/45affb22-6d26-4567-8269-b488cbdfb544' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/45affb22-6d26-4567-8269-b488cbdfb544
Bold Quality Lemonaide,3-1725 Matheson Blvd Mississauga ON L4W1Z1,Commissary,2023-11-12,,location.href = '/Portal/Facility/Details/60313ee5-1572-4aa4-beb0-f40bc140183a' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/60313ee5-1572-4aa4-beb0-f40bc140183a
Bolina Convenience,428 Rutherford Rd N Brampton ON L6V3R9,Food Store (e.g. Convenience/Variety),2024-01-23,,location.href = '/Portal/Facility/Details/1b7503d7-779d-4e53-a07e-3f1ded8dbf0c' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/1b7503d7-779d-4e53-a07e-3f1ded8dbf0c
Bollywood Unlimited,A5-3970 Eglinton Ave W Mississauga ON L5M 2R9,Restaurant,2024-01-22,,location.href = '/Portal/Facility/Details/0152c0ec-e7bf-471c-a964-9b1de96d8ec5' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/0152c0ec-e7bf-471c-a964-9b1de96d8ec5
Bollywood Unlimited Paan & Falooda,2-512 Bristol Rd W Mississauga ON L5R 3Z1,Food Take Out,2024-01-24,,location.href = '/Portal/Facility/Details/248e3487-5f35-42c5-b53f-873a42063e5e' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/248e3487-5f35-42c5-b53f-873a42063e5e
Bolton British Bites,B-62 Queen St S Bolton ON L7E 1B3,Food Take Out,2023-10-24,,location.href = '/Portal/Facility/Details/0e9a42fb-cf9a-4908-a12a-ee797925a00e' ,Food,https://rmop.hedgerowsoftware.com/Portal/Facility/Details/0e9a42fb-cf9a-4908-a12a-ee797925a00e
